0,3623,40515640761
0,633,40515647625
0,1042,40515658065
0,1894,40515676945
0,1496,40515691945
0,1485,40515706721
0,1491,40515721761
0,1429,40515736068
0,1441,40515750444
0,1393,40515764407
0,1448,40515778890
0,1434,40515793228
0,1457,40515807875
0,1384,40515821755
0,1463,40515836373
0,1396,40515850388
0,1452,40515864899
0,1398,40515878927
0,1377,40515892647
0,484,40515897644
0,1404,40515911628
0,1473,40515926373
0,1402,40515940422
0,1364,40515954075
0,1333,40515967388
0,1389,40515981324
0,1389,40515995247
0,1399,40516009244
0,1371,40516023004
0,1391,40516036875
0,1402,40516050951
0,1496,40516065902
0,1413,40516080090
0,1410,40516094182
0,1458,40516108767
0,1397,40516122810
0,1614,40516138970
0,1440,40516153382
0,1410,40516167493
0,1367,40516181161
0,1377,40516194991
0,1365,40516208659
0,1373,40516222404
0,1358,40516236004
0,1425,40516250235
0,1360,40516263841
0,1391,40516277795
0,1356,40516291395
0,1375,40516305170
0,1660,40516321779
0,1454,40516336278
0,1398,40516350351
0,1359,40516363976
0,1375,40516377671
0,1406,40516391804
0,1411,40516405915
0,1364,40516419548
0,1367,40516433265
0,1402,40516447327
0,1406,40516461431
0,1411,40516475508
0,1375,40516489281
0,1378,40516503084
0,1402,40516517164
0,1383,40516530998
0,1339,40516544382
0,1505,40516559339
0,1416,40516573607
0,1381,40516587481
0,1352,40516601013
0,1384,40516614887
0,1363,40516628496
0,1395,40516642511
0,1362,40516656124
0,1397,40516670139
0,1343,40516683573
0,1343,40516697019
0,1388,40516710936
0,1416,40516725115
0,1391,40516739044
0,1397,40516752985
0,1389,40516766896
0,1388,40516780825
0,424,40516785179
0,1312,40516798228
0,1428,40516812511
0,1414,40516826705
0,1414,40516840865
0,1362,40516854487
0,1379,40516868315
0,1385,40516882151
0,1396,40516896161
0,1408,40516910262
0,1401,40516924293
0,1347,40516937785
0,1374,40516951548
0,1372,40516965284
0,1369,40516979010
0,1392,40516992884
0,1393,40517006865
0,1479,40517021696
0,1386,40517035595
0,1393,40517049536
0,1390,40517063450
0,1376,40517077259
0,1344,40517090696
0,1388,40517104591
0,1387,40517118471
0,1429,40517132791
0,1375,40517146536
0,1366,40517160241
0,1461,40517174856
0,1392,40517188801
0,1363,40517202444
0,1367,40517216155
0,1374,40517229905
0,1342,40517243358
0,1363,40517257019
0,1389,40517270902
0,1384,40517284764
0,1372,40517298508
0,1371,40517312256
0,1336,40517325601
0,1383,40517339471
0,1392,40517353425
0,1389,40517367308
0,1420,40517381533
0,1385,40517395376
0,1403,40517409444
0,1400,40517423462
0,1379,40517437293
0,1390,40517451195
0,1405,40517465228
0,1385,40517479118
0,1417,40517493305
0,1333,40517506690
0,1377,40517520493
0,1405,40517534444
0,1457,40517549068
0,1513,40517564275
0,1467,40517578933
0,1472,40517593671
0,1423,40517607964
0,1467,40517622601
0,2587,40517648471
0,1611,40517664610
0,1537,40517680071
0,202771,40519707736
0,3319,40519740958
0,1651,40519757518
0,384,40519761345
0,304,40519764508
0,299,40519767545
0,288,40519770475
0,296,40519773453
0,289,40519776351
0,295,40519779330
0,293,40519782271
0,295,40519785247
0,282,40519788090
0,293,40519791041
0,283,40519793884
0,1446,40519808228
0,355,40519811915
0,303,40519814988
0,290,40519817902
0,296,40519820887
0,287,40519823776
0,295,40519826730
0,290,40519829662
0,327,40519832958
0,2588,40519858561
0,2681,40519885311
0,1338,40519898751
0,2617,40519924939
0,2623,40519951235
0,2370,40519975065
0,358,40519978844
0,297,40519981847
0,285,40519984705
0,6762,40520051921
0,2003,40520072253
0,2638,40520098653
0,3329,40520131958
0,2044,40520152416
0,1634,40520168745
0,2648,40520195333
0,2856,40520223862
0,2397,40520247881
0,386,40520251751
0,311,40520254991
0,292,40520257961
0,2325,40520281053
0,1728,40520298256
0,1565,40520314108
0,1557,40520329653
0,365,40520333382
0,1498,40520348364
0,1591,40520364305
0,1517,40520379493
0,1589,40520395324
0,1495,40520410327
0,342,40520413875
0,296,40520416847
0,1488,40520431588
0,1485,40520446561
0,1526,40520461795
0,1489,40520476748
0,1508,40520491819
0,1511,40520506850
0,353,40520510582
0,850,40520519035
0,1576,40520534690
0,1827,40520553099
0,1589,40520568921
0,1549,40520584481
0,354,40520588155
0,1491,40520602844
0,1551,40520618533
0,1498,40520633564
0,1519,40520648742
0,1513,40520663902
0,1507,40520678973
0,346,40520682542
0,1462,40520697068
0,1528,40520712308
0,1588,40520728133
0,1474,40520743099
0,351,40520746665
0,1480,40520761318
0,1499,40520776453
0,1521,40520791675
0,1495,40520806561
0,342,40520810148
0,1466,40520824684
0,337,40520828231
0,305,40520831318
0,287,40520834207
0,310,40520837321
0,290,40520840231
0,377,40520843884
0,1501,40520858831
0,1504,40520873973
0,1531,40520889358
0,1504,40520904447
0,1491,40520919345
0,1513,40520934511
0,1502,40520949471
0,1496,40520964508
0,1496,40520979511
0,2066,40521000191
0,1562,40521015733
0,356,40521019493
